X,Y,FID,village,settlement,facility_type,facility_name,managing_organization,donor,altitude
36.79755803,-1.31420114,260,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),Kwa John,1692
36.79671167,-1.313351667,261,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1672.2
36.796735,-1.31336,262,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1671.7
36.79674,-1.313245,263,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),N/A,1671.6
36.797785,-1.314011667,264,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),N/A,1712.5
36.79767833,-1.314253333,265,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),N/a,1716.1
36.79392333,-1.31236,266,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1710
36.794555,-1.31346,267,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1697.7
36.79643,-1.313965,268,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1730.8
36.79662,-1.313933333,269,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1730.6
36.79606833,-1.312891667,270,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1730.3
36.79737167,-1.314606667,271,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1667.8
36.797305,-1.314746667,272,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1667.7
36.78110333,-1.307048333,273,Toi Market,Kibera,Water point,NaN,Community group,N/A,1754.7
36.77924,-1.307551667,274,Toi Market,Kibera,Water point,NaN,Individual (eg business owner),NaN,1767.9
36.78171833,-1.306821667,275,Toi Market,Kibera,Water point,NaN,Community group,N/A,1824.2
36.77461269,-1.311995625,276,Kianda,Kibera,Water point,NaN,Individual (eg business owner),Individual,1740
36.77462015,-1.312054088,277,Kianda,Kibera,Water point,NaN,Individual (eg business owner),Individual,1736
36.77514302,-1.31199596,278,Kianda,Kibera,Water point,NaN,Individual (eg business owner),Individual,1729
36.77565532,-1.312865918,279,Kianda,Kibera,Water point,NaN,Individual (eg business owner),Individual,1690
36.79777167,-1.312435,280,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),N/A,1733.5
36.79892667,-1.312173333,281,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),N/A,1731.2
36.79749801,-1.3147821,282,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1689
36.79779892,-1.31227881,283,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1692
36.79874661,-1.31221154,284,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1701
36.77439837,-1.31067058,285,Kianda,Kibera,Water point,NaN,Individual (eg business owner),NaN,1746
36.77483592,-1.3113305,286,Kianda,Kibera,Water point,NaN,Individual (eg business owner),NaN,1767
36.77965667,-1.318135,287,Raila,Kibera,Water point,NaN,Community group,None,1778.3
36.77686833,-1.31656,288,soweto west,Kibera,Water point,NaN,Individual (eg business owner),N/A,1762.3
36.77630333,-1.316556667,289,soweto east,Kibera,Water point,NaN,Other,Beyond zero,1762
36.77604333,-1.31651,290,soweto east,Kibera,Water point,NaN,Individual (eg business owner),N/A,1762
36.77302667,-1.311081667,291,Kianda,Kibera,Water point,NaN,Individual (eg business owner),N/A,1747.9
36.77241333,-1.309216667,292,Kianda,Kibera,Water point,NaN,Individual (eg business owner),N/A,1768.9
36.77228667,-1.308815,293,Kianda,Kibera,Water point,NaN,Individual (eg business owner),N/A,1769
36.77216333,-1.309376667,294,Kianda,Kibera,Water point,NaN,Individual (eg business owner),Mama Ann,1755.4
36.773075,-1.309545,295,Kianda,Kibera,Water point,NaN,Individual (eg business owner),N/A,1770.1
36.772975,-1.309941667,296,Kianda,Kibera,Water point,NaN,Individual (eg business owner),N/A,1772
36.77437667,-1.310268333,297,Kianda,Kibera,Water point,NaN,Individual (eg business owner),N/A,1735.1
36.774435,-1.309863333,298,Kianda,Kibera,Water point,NaN,Individual (eg business owner),N/A,1741.5
36.77313,-1.310536667,299,Kianda,Kibera,Water point,NaN,Individual (eg business owner),N/A,1741.4
36.77318167,-1.30903,300,Kianda,Kibera,Water point,NaN,Community group,Ushirika,1799.4
36.79771667,-1.312525,301,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1711.8
36.79801167,-1.311926667,302,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1713.5
36.793775,-1.311746667,303,soweto east,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1732.9
36.79674833,-1.315441667,304,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1705.3
36.796825,-1.31559,305,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1715
36.79752833,-1.315235,306,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1725
36.79683,-1.313668333,307,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NAIROBI CITY COUNTY,1713.9
36.79152956,-1.312290448,308,Lindi,Kibera,Water point,NaN,Individual (eg business owner),NaN,1698.026229
36.79205071,-1.312390906,309,Lindi,Kibera,Water point,NaN,Individual (eg business owner),NaN,1704.802242
36.79346427,-1.315565992,310,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Uchumi ndogo,1706.23049
36.79368749,-1.315558586,311,Lindi,Kibera,Water point,NaN,Community group,MCA,1717.888746
36.79455031,-1.315443757,312,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Kwa duka,1689.092039
36.79537132,-1.315271126,313,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Fredy,1697.421417
36.7954483,-1.315009701,314,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Sango,1689.830372
36.79413581,-1.313031501,315,Lindi,Kibera,Water point,NaN,Individual (eg business owner),NaN,1693.415132
36.79342333,-1.31235,316,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1709.5
36.79528167,-1.31357,317,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1732.8
36.79736167,-1.313291667,318,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1729.1
36.797815,-1.314603333,319,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1723.3
36.797505,-1.31273,320,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1692.2
36.79882,-1.312563333,321,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1718.3
36.79845333,-1.312776667,322,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1712.9
36.79831167,-1.313055,323,Laini saba,Kibera,Water point,NaN,Community group,UMANDE TRUST,1712.4
36.79795833,-1.313305,324,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1711.9
36.79567167,-1.312796667,325,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1722.4
36.79546333,-1.312841667,326,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1722.2
36.79562167,-1.313498333,327,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1714
36.79577333,-1.313948333,328,Laini saba,Kibera,Water point,NaN,Individual (eg business owner),NaN,1713.2
36.79157833,-1.312595,329,Lindi,Kibera,Water point,NaN,Individual (eg business owner),None,1759.3
36.79295333,-1.314775,330,Lindi,Kibera,Water point,NaN,Individual (eg business owner),None,1625.6
36.792695,-1.315288333,331,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Mkamba,1759.3
36.79375,-1.31561,332,Lindi,Kibera,Water point,NaN,Individual (eg business owner),None,1736.3
36.79277333,-1.314550333,333,Lindi,Kibera,Water point,NaN,Individual (eg business owner),NaN,1760.88
36.79469167,-1.315621667,334,Lindi,Kibera,Water point,NaN,Individual (eg business owner),None,1731.1
36.79434667,-1.312816667,335,Lindi,Kibera,Water point,NaN,Community group,None,1707.8
36.79517889,-1.315492222,336,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Fred,1717.266667
36.79570278,-1.314755556,337,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Mark,1719.9
36.79214,-1.317105,338,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Otieno,1673.5
36.792945,-1.317738333,339,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Obwaka,2459.8
36.79363167,-1.317981667,340,Lindi,Kibera,Water point,NaN,Individual (eg business owner),George,1780.6
36.79366,-1.318398333,341,Lindi,Kibera,Water point,NaN,Community group,None,1645
36.79185,-1.314711667,342,Lindi,Kibera,Water point,NaN,Community group,Lindi Mosque,1733.9
36.7942125,-1.312326667,343,Lindi,Kibera,Water point,NaN,Community group,NaN,1724.3
36.79407556,-1.312418333,344,Lindi,Kibera,Water point,NaN,Community group,NaN,1737.766667
36.79117056,-1.316306111,345,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Kefa,1692.966667
36.79257292,-1.317372917,346,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Baba Maina,1695.45
36.79312167,-1.317743333,347,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Unknown,1694.85
36.79338583,-1.31789875,348,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Unknown,1715.925
36.79401667,-1.317523333,349,Lindi,Kibera,Water point,NaN,Community group,Savo Foundation,1702.45
36.79202981,-1.313353185,350,Lindi,Kibera,Water point,NaN,Individual (eg business owner),Lukasa,1693.558136
36.77302642,-1.310440782,351,Kianda,Kibera,Water point,NaN,Individual (eg business owner),Individual,1754
36.77479466,-1.3111579,352,Kianda,Kibera,Water point,NaN,NGO,Shofco,1777
36.77902333,-1.314986667,353,Olympic estate,Kibera,Water point,NaN,Individual (eg business owner),NA,1765.5
36.77710833,-1.31425,354,Olympic estate,Kibera,Water point,NaN,Individual (eg business owner),Huairou Commission,1752
36.797095,-1.31726,355,Silanga,Kibera,Water point,NaN,National government,Government of Kenya,1709.2
36.78594167,-1.308268333,356,D.C village,Kibera,Water point,NaN,NGO,Shofco,1760.8
36.7867103,-1.31150955,357,Karanja estate,Kibera,Water point,NaN,Individual (eg business owner),Mashujaa,1743
36.78231908,-1.31156446,358,Karanja estate,Kibera,Water point,NaN,Individual (eg business owner),NaN,1708
36.80080167,-1.314545,359,soweto east,Kibera,Water point,NaN,NGO,SHOFCO,1692.8
36.77864333,-1.312118333,360,Olympic estate,Kibera,Water point,NaN,NGO,N/A,1773.1
36.78381233,-1.314334176,361,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Mary Adinda,1720
36.78557667,-1.306598333,362,D.C village,Kibera,Water point,NaN,Community group,NaN,1750.6
36.786464,-1.307961,363, , ,Water point,NaN,Individual (eg business owner),MAJI KAMBI MURU,0
36.78181667,-1.309991667,364,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Chalo,1710.5
36.78170999,-1.310174147,365,Mashimoni,Kibera,Water point,NaN,Individual (eg business owner),Mashimon school,1733.467604
36.78173513,-1.310273353,366,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),Collins omondi,1723
36.78409667,-1.306201667,367,D.C village,Kibera,Water point,NaN,Community group,Carribian youth group,1750.8
36.78590333,-1.306726667,368,D.C village,Kibera,Water point,NaN,No one,Unknown personel,1741.5
36.78541333,-1.30581,369,D.C village,Kibera,Water point,NaN,Community group,Jeddah mosque,1757.3
36.78563096,-1.313763829,370,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),Ken odede,1717
36.78584713,-1.314004515,371,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),Ken odede,1708
36.77207834,-1.307630078,372,Ayany estate,Kibera,Water point,NaN,County government,County government,1759
36.77813333,-1.313421667,373,Olympic estate,Kibera,Local organization/ NGO office,ROCK,Missing Values,NaN,1732.7
36.799775,-1.313391667,374,soweto east,Kibera,Water point,NaN,Other,NAIROBI CITY COUNTY,1720.7
36.80089167,-1.315811667,375,soweto east,Kibera,Water point,NaN,No one,JAMII USAFI GROUP,1685
36.79971667,-1.315306667,376,soweto east,Kibera,Water point,NaN,Community group,ATHI WATER,1699.1
36.78373167,-1.31243,377,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),Freddy Mulama,1752
36.78523833,-1.313815,378,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),Freddy shikanda,1740.9
36.78630167,-1.314245,379,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),Akinyi Grace,1749
36.78492833,-1.313198333,380,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),Ogues,1758.6
36.7867,-1.31436,381,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),Ken odede,1754.2
36.78658833,-1.314031667,382,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),Peter Samson,1725.9
36.78563167,-1.313766667,383,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),NaN,1738.1
36.78581833,-1.31403,384,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),NaN,1718.4
36.78722,-1.314175,385,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),NaN,1724.9
36.78682667,-1.314458333,386,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),Obila,1740.7
36.78822333,-1.314103333,387,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),Ken odede,1742.1
36.78856,-1.313586667,388,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),Ken odede,1717.1
36.78653167,-1.313508333,389,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),Ken odede,1726.9
36.78875833,-1.313316667,390,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),NaN,1709.6
36.78649667,-1.313511667,391,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),Mary achieng Otieno,1728
36.78596667,-1.313513333,392,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),Alfred,1728
36.78404333,-1.313525,393,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),NaN,1730.7
36.789005,-1.313631667,394,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),NaN,1742.5
36.78517,-1.313101667,395,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),Ken odede,1735.8
36.78726167,-1.313441667,396,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),Jerry odhiambo,1726.7
36.78651333,-1.313581667,397,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),NaN,1721.9
36.78583833,-1.313061667,398,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),Delvane,1737.4
36.78520167,-1.313108333,399,Kisumu ndogo,Kibera,Water point,NaN,Individual (eg business owner),Ogues,1737
36.788305,-1.312225,400,Kambi muru,Kibera,Water point,NaN,Individual (eg business owner),NaN,1764.1
36.79965667,-1.317611667,401,Silanga,Kibera,Water point,NaN,Community group,National gorverment,1723.7
36.78437,-1.314271667,402,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Mama lucas,1745.4
36.78814167,-1.315028333,403,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Elamu,1707.6
36.78831833,-1.314863333,404,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),N/A,1704.7
36.78655833,-1.31539,405,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Jack ouma,1730.9
36.785785,-1.315353333,406,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Osodo,1715.7
36.78474667,-1.315331667,407,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),N/A,1725.1
36.78469167,-1.315618333,408,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Raphael Aluoch,1727.1
36.784235,-1.314866667,409,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),N/A,1732.2
36.78394333,-1.315345,410,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),N/A,1744
36.78349333,-1.315855,411,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),N/A,1721.3
36.78347333,-1.316453333,412,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Filgona Atieno,1743.9
36.78300667,-1.316466667,413,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),N/A,1709.4
36.78252,-1.316455,414,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),N/A,1698.6
36.78255833,-1.314638333,415,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),N/A,1737.7
36.78443333,-1.314603333,416,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Jasega,1690.2
36.78776415,-1.315352242,417,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Ken odede,1675
36.785025,-1.313673333,418,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Samson,1780.2
36.78484167,-1.314268333,419,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Jasega,1736.9
36.785265,-1.31465,420,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),NaN,1741
36.78643167,-1.314451667,421,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Moses,1690
36.78658833,-1.314888333,422,Gatwekera,Kibera,Water point,NaN,Community group,NaN,1727
36.78646333,-1.314866667,423,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner) Community group,Miale Project Germany,1742.8
36.7867,-1.314946667,424,Gatwekera,Kibera,Water point,NaN,Community group,Hon.Bernad Okoth (Imran),1714.7
36.78580333,-1.31505,425,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),NaN,1726.3
36.78514,-1.315153333,426,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),NaN,1790.3
36.78459,-1.314585,427,Gatwekera,Kibera,Water point,NaN,Individual (eg business owner),Okeno,1746.8
